StockCode,ProductDescription,TotalQuantity,TotalRevenue,TotalOrders,InventoryStatus,Recommendation
21677,HEARTS  STICKERS,1973,1677.83,197,High Demand,Increase Stock
21785,RAIN PONCHO ,1972,1465.1999999999998,78,High Demand,Increase Stock
22948,METAL DECORATION NAUGHTY CHILDREN ,1971,1724.31,130,High Demand,Increase Stock
10125,MINI FUNKY DESIGN TAPES,1970,1562.7,120,High Demand,Increase Stock
22922,FRIDGE MAGNETS US DINER ASSORTED,1968,1592.6999999999998,99,High Demand,Increase Stock
84596G,SMALL CHOCOLATES PINK BOWL,1967,1157.93,222,High Demand,Increase Stock
23266,SET OF 3 WOODEN STOCKING DECORATION,1964,2529.64,274,High Demand,Increase Stock
84754,S/15 SILVER GLASS BAUBLES IN BAG,1958,2338.06,161,High Demand,Increase Stock
21224,SET/4 SKULL BADGES,1956,2437.4,207,High Demand,Increase Stock
48187,DOOR MAT NEW ENGLAND,1953,12520.95,423,High Demand,Increase Stock
23292,SPACEBOY CHILDRENS CUP,1951,2343.07,159,High Demand,Increase Stock
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1950,1060.0,205,High Demand,Increase Stock
22231,JIGSAW TREE WITH BIRDHOUSE,1948,2340.58,220,High Demand,Increase Stock
22900,SET 2 TEA TOWELS I LOVE LONDON ,1947,5839.75,176,High Demand,Increase Stock
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1947,3675.55,211,High Demand,Increase Stock
21411,GINGHAM HEART  DOORSTOP RED,1943,7146.39,507,High Demand,Increase Stock
21873,IF YOU CAN'T STAND THE HEAT MUG,1943,2191.75,150,High Demand,Increase Stock
22366,DOORMAT AIRMAIL ,1943,11946.53,320,High Demand,Increase Stock
40001,WHITE BAMBOO RIBS LAMPSHADE,1942,1411.3,66,High Demand,Increase Stock
23101,SILVER STARS TABLE DECORATION,1942,1569.6200000000001,190,High Demand,Increase Stock
22311,OFFICE MUG WARMER BLACK+SILVER ,1937,5576.95,190,High Demand,Increase Stock
22692,DOORMAT WELCOME TO OUR HOME,1935,13103.81,460,High Demand,Increase Stock
22315,200 RED + WHITE BENDY STRAWS,1930,2325.86,296,High Demand,Increase Stock
22949,36 DOILIES DOLLY GIRL,1929,2681.85,131,High Demand,Increase Stock
20653,CHERRY BLOSSOM LUGGAGE TAG,1927,428.89,31,High Demand,Increase Stock
84975,HEART SHAPED MIRROR,1923,3041.07,167,High Demand,Increase Stock
22550,HOLIDAY FUN LUDO,1921,6869.0,346,High Demand,Increase Stock
22244,"HOOK, 3 HANGER ,MAGIC GARDEN",1919,3533.2499999999995,141,High Demand,Increase Stock
85132C,CHARLIE AND LOLA FIGURES TINS,1919,4843.53,191,High Demand,Increase Stock
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1914,3734.0400000000004,237,High Demand,Increase Stock
85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,1912,6607.6,86,High Demand,Increase Stock
22044,CHRISTMAS CARD STACK OF PRESENTS,1909,536.82,85,High Demand,Increase Stock
21070,VINTAGE BILLBOARD MUG ,1908,1836.16,163,High Demand,Increase Stock
21578,WOODLAND DESIGN  COTTON TOTE BAG,1908,4275.0,276,High Demand,Increase Stock
22604,SET OF 4 NAPKIN CHARMS CUTLERY,1906,4466.71,218,High Demand,Increase Stock
21007,ETCHED GLASS DROPLET DECORATION,1905,851.23,39,High Demand,Increase Stock
85040A,S/4 PINK FLOWER CANDLES IN BOWL,1905,3131.09,314,High Demand,Increase Stock
22186,RED STAR CARD HOLDER,1904,4840.84,284,High Demand,Increase Stock
22917,HERB MARKER ROSEMARY,1902,1224.3,198,High Demand,Increase Stock
21564,PINK  HEART SHAPE LOVE BUCKET ,1897,4237.47,254,High Demand,Increase Stock
22364,GLASS JAR DIGESTIVE BISCUITS,1893,5556.55,224,High Demand,Increase Stock
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,1886,6762.54,226,High Demand,Increase Stock
23437, 50'S CHRISTMAS GIFT BAG LARGE,1885,2272.25,109,High Demand,Increase Stock
21214,SET OF 72 IVORY PAPER DOILIES,1884,2578.2,125,High Demand,Increase Stock
22136,LOVE HEART SOCK HANGER,1882,2990.1,191,High Demand,Increase Stock
72225C,LAVENDER SCENT CAKE CANDLE,1877,454.09,35,High Demand,Increase Stock
22357,KINGS CHOICE BISCUIT TIN,1873,8044.09,316,High Demand,Increase Stock
22291,"SPRING DEC , HANGING CHICK CREAM",1872,2419.2,118,High Demand,Increase Stock
23366,SET 12 COLOURING PENCILS DOILY,1870,1177.1000000000001,137,High Demand,Increase Stock
22747,POPPY'S PLAYHOUSE BATHROOM,1870,3789.0,327,High Demand,Increase Stock
85231B,CINAMMON SET OF 9 T-LIGHTS,1868,1581.56,286,High Demand,Increase Stock
85232B,SET/3 RUSSIAN DOLL STACKING TINS,1866,8864.300000000001,301,High Demand,Increase Stock
22110,BIRD HOUSE HOT WATER BOTTLE,1866,4233.11,323,High Demand,Increase Stock
21383,PACK OF 12 STICKY BUNNIES,1866,1200.9,190,High Demand,Increase Stock
22547,MINI JIGSAW DINOSAUR ,1864,752.43,109,High Demand,Increase Stock
22365,DOORMAT RESPECTABLE HOUSE,1863,11282.69,244,High Demand,Increase Stock
22916,HERB MARKER THYME,1861,1197.65,193,High Demand,Increase Stock
21801,CHRISTMAS TREE DECORATION WITH BELL,1860,781.1999999999999,80,High Demand,Increase Stock
85017B,ENVELOPE 50 BLOSSOM IMAGES,1859,1080.99,118,High Demand,Increase Stock
23083,SET 6 PAPER TABLE LANTERN STARS ,1859,6735.88,209,High Demand,Increase Stock
23004,TRAVEL CARD WALLET PANTRY,1853,779.9,123,High Demand,Increase Stock
22602,RETROSPOT WOODEN HEART DECORATION,1850,1552.22,164,High Demand,Increase Stock
23550,WRAP ALPHABET POSTER  ,1850,761.0,63,High Demand,Increase Stock
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1848,2266.68,148,High Demand,Increase Stock
23193,BUFFALO BILL TREASURE BOOK BOX,1847,3750.57,137,High Demand,Increase Stock
21192,WHITE BELL HONEYCOMB PAPER ,1845,2842.25,113,High Demand,Increase Stock
85053,FRENCH ENAMEL CANDLEHOLDER,1845,3667.29,277,High Demand,Increase Stock
23147,SINGLE ANTIQUE ROSE HOOK IVORY,1843,2669.95,250,High Demand,Increase Stock
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1842,2396.7,249,High Demand,Increase Stock
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,1839,1336.41,124,High Demand,Increase Stock
23280,FOLDING BUTTERFLY MIRROR HOT PINK ,1838,1427.16,128,High Demand,Increase Stock
22285,"DECORATION HEN ON NEST, HANGING",1837,2718.4500000000003,125,High Demand,Increase Stock
23570,TRADITIONAL PICK UP STICKS GAME ,1836,2295.0,231,High Demand,Increase Stock
35971,ROSE FOLKART HEART DECORATIONS,1836,1633.45,122,High Demand,Increase Stock
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,1835,7364.91,238,High Demand,Increase Stock
22479,DAISY GARDEN MARKER,1832,2453.7,154,High Demand,Increase Stock
22396,MAGNETS PACK OF 4 RETRO PHOTO,1830,1342.94,159,High Demand,Increase Stock
22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,1825,1549.6899999999998,214,High Demand,Increase Stock
35095B,RED VICTORIAN FABRIC OVAL BOX,1824,659.87,92,High Demand,Increase Stock
84849B,FAIRY SOAP SOAP HOLDER,1819,2932.99,226,High Demand,Increase Stock
22420,LIPSTICK PEN BABY PINK,1818,758.87,149,Medium Demand,Maintain Stock
85041,SET/4 PINK ORCHID CANDLES IN BOWL,1818,2397.7799999999997,79,Medium Demand,Maintain Stock
22918,HERB MARKER PARSLEY,1816,1148.4,194,Medium Demand,Maintain Stock
23399,HOME SWEET HOME HANGING HEART,1815,1539.6299999999999,176,Medium Demand,Maintain Stock
22592,CARDHOLDER HOLLY WREATH METAL,1814,6730.6,251,Medium Demand,Maintain Stock
22483,RED GINGHAM TEDDY BEAR ,1812,5080.68,302,Medium Demand,Maintain Stock
79163,BLACK CHAMPAGNE GLASS,1811,1102.17,56,Medium Demand,Maintain Stock
21171,BATHROOM METAL SIGN ,1810,2461.2999999999997,226,Medium Demand,Maintain Stock
72484,ROSES IN WHITE HEART CANDLE ,1805,958.21,54,Medium Demand,Maintain Stock
20754,RETROSPOT RED WASHING UP GLOVES,1804,3581.76,341,Medium Demand,Maintain Stock
22264,FELT FARM ANIMAL WHITE BUNNY ,1803,865.7099999999999,88,Medium Demand,Maintain Stock
23240,SET OF 4 KNICK KNACK TINS DOILEY ,1802,7132.7,172,Medium Demand,Maintain Stock
21503,TOYBOX  WRAP ,1801,740.42,64,Medium Demand,Maintain Stock
22985,WRAP BILLBOARD FONTS DESIGN,1800,756.0,62,Medium Demand,Maintain Stock
90057,DIAMANTE RING ASSORTED IN BOX.,1800,2660.88,34,Medium Demand,Maintain Stock
22587,FELTCRAFT HAIRBAND RED AND BLUE,1791,1503.6299999999999,239,Medium Demand,Maintain Stock
21336,GOLD WASHBAG,1788,401.64,24,Medium Demand,Maintain Stock
21181,PLEASE ONE PERSON  METAL SIGN,1787,3524.7000000000003,150,Medium Demand,Maintain Stock
21990,MODERN FLORAL STATIONERY SET,1786,2818.3,233,Medium Demand,Maintain Stock
22580,ADVENT CALENDAR GINGHAM SACK,1785,10338.230000000001,388,Medium Demand,Maintain Stock
21541,DINOSAURS WATER TRANSFER TATTOOS ,1782,1469.8999999999999,147,Medium Demand,Maintain Stock
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,1782,1624.5,134,Medium Demand,Maintain Stock
22265,EASTER DECORATION NATURAL CHICK,1781,1129.65,134,Medium Demand,Maintain Stock
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1781,2516.75,155,Medium Demand,Maintain Stock
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,1781,2066.65,83,Medium Demand,Maintain Stock
22276,WASH BAG VINTAGE ROSE PAISLEY,1780,4372.5,303,Medium Demand,Maintain Stock
35649,VINTAGE BEAD COSMETIC BAG ,1776,1195.82,21,Medium Demand,Maintain Stock
23188,VINTAGE  2 METER FOLDING RULER,1775,2902.4700000000003,155,Medium Demand,Maintain Stock
23238,SET OF 4 KNICK KNACK TINS LONDON ,1775,7116.65,233,Medium Demand,Maintain Stock
22193,RED DINER WALL CLOCK,1775,14527.09,554,Medium Demand,Maintain Stock
21011,GLITTER SNOW PEAR TREE DECORATION,1774,1249.78,101,Medium Demand,Maintain Stock
23287,RED VINTAGE SPOT BEAKER,1774,1445.5,146,Medium Demand,Maintain Stock
48111,DOOR MAT 3 SMILEY CATS,1773,9861.69,246,Medium Demand,Maintain Stock
23501,KEY RING BASEBALL BOOT UNION JACK,1770,2103.3,85,Medium Demand,Maintain Stock
21421,PORCELAIN ROSE LARGE ,1767,2060.55,88,Medium Demand,Maintain Stock
22067,CHOC TRUFFLE GOLD TRINKET POT ,1765,2717.13,180,Medium Demand,Maintain Stock
85177,BASKET OF FLOWERS SEWING KIT,1765,1442.11,112,Medium Demand,Maintain Stock
22583,PACK OF 6 HANDBAG GIFT BOXES,1764,4455.6,284,Medium Demand,Maintain Stock
21452,TOADSTOOL MONEY BOX,1763,5083.250000000001,328,Medium Demand,Maintain Stock
21584,RETROSPOT SMALL TUBE MATCHES,1761,2881.65,219,Medium Demand,Maintain Stock
22242,5 HOOK HANGER MAGIC TOADSTOOL,1757,2707.05,96,Medium Demand,Maintain Stock
22731,3D CHRISTMAS STAMPS STICKERS ,1756,2192.68,169,Medium Demand,Maintain Stock
22261,FELT EGG COSY WHITE RABBIT ,1753,1412.57,150,Medium Demand,Maintain Stock
85114B,IVORY ENCHANTED FOREST PLACEMAT,1753,2756.45,157,Medium Demand,Maintain Stock
23330,DECORATIVE WICKER HEART MEDIUM,1751,2181.19,195,Medium Demand,Maintain Stock
23229,VINTAGE DONKEY TAIL GAME ,1750,6146.89,215,Medium Demand,Maintain Stock
16169P,WRAP GREEN RUSSIAN FOLKART ,1750,533.75,48,Medium Demand,Maintain Stock
21542,WOODLAND WATER TRANSFER TATTOOS ,1748,1443.3999999999999,145,Medium Demand,Maintain Stock
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1746,4872.3,196,Medium Demand,Maintain Stock
21539,RED RETROSPOT BUTTER DISH,1745,8297.550000000001,438,Medium Demand,Maintain Stock
22525,CHILDRENS GARDEN GLOVES PINK,1741,2145.85,240,Medium Demand,Maintain Stock
22074,6 RIBBONS SHIMMERING PINKS ,1741,1707.59,152,Medium Demand,Maintain Stock
20960,WATERMELON BATH SPONGE,1739,2169.95,141,Medium Demand,Maintain Stock
22102,MIRROR MOSAIC T-LIGHT HOLDER ,1738,1024.5,41,Medium Demand,Maintain Stock
22524,CHILDRENS GARDEN GLOVES BLUE,1735,2142.91,232,Medium Demand,Maintain Stock
22262,FELT EGG COSY CHICKEN,1734,1477.02,185,Medium Demand,Maintain Stock
21524,DOOR MAT SPOTTY HOME SWEET HOME,1733,10121.69,256,Medium Demand,Maintain Stock
21384,IVORY HANGING DECORATION  BUTTERFLY,1733,1466.81,113,Medium Demand,Maintain Stock
84826,ASSTD DESIGN 3D PAPER STICKERS,1731,866.53,50,Medium Demand,Maintain Stock
22779,WOODEN OWLS LIGHT GARLAND ,1730,6610.1,191,Medium Demand,Maintain Stock
22350,ILLUSTRATED CAT BOWL ,1730,4540.86,154,Medium Demand,Maintain Stock
23552,BICYCLE PUNCTURE REPAIR KIT ,1730,3336.7200000000003,103,Medium Demand,Maintain Stock
47593B,SCOTTIE DOGS BABY BIB,1730,760.14,107,Medium Demand,Maintain Stock
22117,METAL SIGN HER DINNER IS SERVED ,1724,5051.6,196,Medium Demand,Maintain Stock
22972,CHILDREN'S SPACEBOY MUG,1722,2802.26,186,Medium Demand,Maintain Stock
21634,ASSORTED MINI MADRAS NOTEBOOK,1718,1425.1,49,Medium Demand,Maintain Stock
23480,MINI LIGHTS WOODLAND MUSHROOMS,1717,6118.59,173,Medium Demand,Maintain Stock
23109,PACK OF SIX LED TEA LIGHTS,1715,4808.55,174,Medium Demand,Maintain Stock
23163,REGENCY SUGAR TONGS,1714,3949.7000000000003,134,Medium Demand,Maintain Stock
85194L,HANGING SPRING FLOWER EGG LARGE,1713,1399.8899999999999,109,Medium Demand,Maintain Stock
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1712,6155.04,163,Medium Demand,Maintain Stock
22605,WOODEN CROQUET GARDEN SET,1710,20813.809999999998,548,Medium Demand,Maintain Stock
21624,VINTAGE UNION JACK DOORSTOP,1710,9987.98,350,Medium Demand,Maintain Stock
23327,HANGING CLEAR MINI BOTTLE,1710,1012.02,34,Medium Demand,Maintain Stock
22919,HERB MARKER MINT,1709,1098.8500000000001,197,Medium Demand,Maintain Stock
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1702,17888.71,383,Medium Demand,Maintain Stock
23329,DECORATIVE WICKER HEART LARGE,1701,2794.65,215,Medium Demand,Maintain Stock
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1696,2583.5,154,Medium Demand,Maintain Stock
23006,TRAVEL CARD WALLET FLOWER MEADOW,1693,709.62,130,Medium Demand,Maintain Stock
20657,TROPICAL LUGGAGE TAG,1692,534.14,71,Medium Demand,Maintain Stock
21826,EIGHT PIECE DINOSAUR SET,1691,2072.71,188,Medium Demand,Maintain Stock
84818,DANISH ROSE PHOTO FRAME,1691,2122.61,153,Medium Demand,Maintain Stock
84341B,SMALL PINK MAGIC CHRISTMAS TREE,1690,825.03,94,Medium Demand,Maintain Stock
22650,CERAMIC PIRATE CHEST MONEY BANK,1689,2403.45,221,Medium Demand,Maintain Stock
22921,HERB MARKER CHIVES ,1688,1085.2,173,Medium Demand,Maintain Stock
84997A,CHILDRENS CUTLERY POLKADOT GREEN ,1688,6599.06,166,Medium Demand,Maintain Stock
22349,DOG BOWL CHASING BALL DESIGN,1688,6515.62,200,Medium Demand,Maintain Stock
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,1687,4995.85,162,Medium Demand,Maintain Stock
23438, RED SPOT GIFT BAG LARGE,1686,2023.5,92,Medium Demand,Maintain Stock
20886,BOX OF 9 PEBBLE CANDLES,1686,3161.4,244,Medium Demand,Maintain Stock
22597,CHRISTMAS MUSICAL ZINC HEART ,1683,1327.59,92,Medium Demand,Maintain Stock
85230G,ORANGE VOTIVE CANDLE,1680,425.75999999999993,46,Medium Demand,Maintain Stock
85194S,HANGING SPRING FLOWER EGG SMALL,1680,783.8,95,Medium Demand,Maintain Stock
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1678,2691.14,179,Medium Demand,Maintain Stock
22157,ANGEL DECORATION WITH LACE PADDED,1671,1420.35,112,Medium Demand,Maintain Stock
21817,GLITTER CHRISTMAS TREE,1671,1058.79,121,Medium Demand,Maintain Stock
21818,GLITTER CHRISTMAS HEART ,1670,1400.78,132,Medium Demand,Maintain Stock
84880,WHITE WIRE EGG HOLDER,1668,9227.800000000001,327,Medium Demand,Maintain Stock
85197,SET OF 12 MINI BUNNIES IN A BUCKET,1667,955.26,73,Medium Demand,Maintain Stock
35095A,BLUE VICTORIAN FABRIC OVAL BOX,1665,605.57,78,Medium Demand,Maintain Stock
23265,SET OF 3 WOODEN TREE DECORATIONS,1665,2153.71,246,Medium Demand,Maintain Stock
21014,SWISS CHALET TREE DECORATION ,1662,737.66,107,Medium Demand,Maintain Stock
23504,PLAYING CARDS JUBILEE UNION JACK,1661,2073.73,190,Medium Demand,Maintain Stock
21866,UNION JACK FLAG LUGGAGE TAG,1659,2068.4,294,Medium Demand,Maintain Stock
20730,STRAWBERRY CANDY BAG,1659,524.25,41,Medium Demand,Maintain Stock
85226A,WHITE/BLUE PULL BACK RACING CAR,1658,849.5,114,Medium Demand,Maintain Stock
21684,SMALL MEDINA STAMPED METAL BOWL ,1656,1258.01,88,Medium Demand,Maintain Stock
84006,MAGIC TREE -PAPER FLOWERS,1655,1406.75,142,Medium Demand,Maintain Stock
48194,DOOR MAT HEARTS,1654,9715.06,281,Medium Demand,Maintain Stock
84884A,ANT WHITE WIRE HEART SPIRAL,1654,5817.66,269,Medium Demand,Maintain Stock
22175,PINK OWL SOFT TOY,1654,4622.68,295,Medium Demand,Maintain Stock
21811,CHRISTMAS HANGING HEART WITH BELL,1647,2031.3899999999999,132,Medium Demand,Maintain Stock
22096,PINK PAISLEY SQUARE TISSUE BOX ,1646,886.28,163,Medium Demand,Maintain Stock
21906,PHARMACIE FIRST AID TIN,1642,11093.9,311,Medium Demand,Maintain Stock
35598D,PINK/WHITE CHRISTMAS TREE 60CM,1642,1099.12,52,Medium Demand,Maintain Stock
48185,DOOR MAT FAIRY CAKE,1640,10347.72,316,Medium Demand,Maintain Stock
21535,RETRO SPOT SMALL MILK JUG,1637,3969.15,243,Medium Demand,Maintain Stock
23251,VINTAGE RED ENAMEL TRIM MUG ,1633,1940.45,101,Medium Demand,Maintain Stock
23234,BISCUIT TIN VINTAGE CHRISTMAS,1632,4567.38,232,Medium Demand,Maintain Stock
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1632,15172.6,444,Medium Demand,Maintain Stock
21328,BALLOONS  WRITING SET ,1632,2691.4,374,Medium Demand,Maintain Stock
23156,SET OF 5 MINI GROCERY MAGNETS,1631,3297.2200000000003,184,Medium Demand,Maintain Stock
22468,BABUSHKA LIGHTS STRING OF 10,1630,10229.64,335,Medium Demand,Maintain Stock
23194,GYMKHANA TREASURE BOOK BOX,1630,3417.83,156,Medium Demand,Maintain Stock
22191,IVORY DINER WALL CLOCK,1629,13271.9,475,Medium Demand,Maintain Stock
85049H,URBAN BLACK RIBBONS ,1627,1653.3,210,Medium Demand,Maintain Stock
22634,CHILDS BREAKFAST SET SPACEBOY ,1627,15021.4,464,Medium Demand,Maintain Stock
22042,CHRISTMAS CARD SINGING ANGEL,1625,577.62,96,Medium Demand,Maintain Stock
15044B,BLUE PAPER PARASOL ,1624,4376.400000000001,148,Medium Demand,Maintain Stock
85014A,BLACK/BLUE POLKADOT UMBRELLA,1622,9085.49,357,Medium Demand,Maintain Stock
23254,CHILDRENS CUTLERY DOLLY GIRL ,1621,6525.55,268,Medium Demand,Maintain Stock
22036,DINOSAUR BIRTHDAY CARD,1618,668.76,110,Medium Demand,Maintain Stock
22671,FRENCH LAUNDRY SIGN BLUE METAL,1618,2599.46,190,Medium Demand,Maintain Stock
22780,LIGHT GARLAND BUTTERFILES PINK,1617,6142.09,177,Medium Demand,Maintain Stock
23120,PACK OF 6 SMALL FRUIT STRAWS,1617,644.58,79,Medium Demand,Maintain Stock
21329,DINOSAURS  WRITING SET ,1615,2635.99,369,Medium Demand,Maintain Stock
23551,PACK OF 12 PAISLEY PARK TISSUES ,1614,629.4599999999999,95,Medium Demand,Maintain Stock
21414,SCALLOP SHELL SOAP DISH,1614,779.4,20,Medium Demand,Maintain Stock
21973,SET OF 36 MUSHROOM PAPER DOILIES,1614,2253.9,161,Medium Demand,Maintain Stock
22354,RETROSPOT PADDED SEAT CUSHION,1613,5807.77,185,Medium Demand,Maintain Stock
22902,TOTE BAG I LOVE LONDON,1610,3091.54,140,Medium Demand,Maintain Stock
22342,HOME GARLAND PAINTED ZINC ,1608,2029.2,115,Medium Demand,Maintain Stock
23161,REGENCY CAKE FORK,1608,1896.6,68,Medium Demand,Maintain Stock
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,1607,4452.650000000001,178,Medium Demand,Maintain Stock
22251,BIRDHOUSE DECORATION MAGIC GARDEN,1605,1906.69,184,Medium Demand,Maintain Stock
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1603,1301.05,74,Medium Demand,Maintain Stock
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,1601,1040.83,161,Medium Demand,Maintain Stock
21533,RETRO SPOT LARGE MILK JUG,1600,7561.6,452,Medium Demand,Maintain Stock
20674,GREEN POLKADOT BOWL,1599,1931.56,184,Medium Demand,Maintain Stock
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,1598,1368.54,50,Medium Demand,Maintain Stock
22639,SET OF 4 NAPKIN CHARMS HEARTS,1598,3776.2200000000003,248,Medium Demand,Maintain Stock
22635,CHILDS BREAKFAST SET DOLLY GIRL ,1598,14787.949999999999,450,Medium Demand,Maintain Stock
37444C,PINK BREAKFAST CUP AND SAUCER ,1596,341.48,17,Medium Demand,Maintain Stock
21533,RETROSPOT LARGE MILK JUG,1595,7592.85,393,Medium Demand,Maintain Stock
23213,STAR WREATH DECORATION WITH BELL,1594,1921.94,121,Medium Demand,Maintain Stock
23352,ROLL WRAP 50'S RED CHRISTMAS ,1593,1961.01,162,Medium Demand,Maintain Stock
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1593,2242.65,211,Medium Demand,Maintain Stock
23227,FILIGREE HEART BUTTERFLY WHITE ,1592,1947.06,87,Medium Demand,Maintain Stock
22409,MONEY BOX BISCUITS DESIGN,1590,2112.8999999999996,119,Medium Demand,Maintain Stock
21402,RED  EGG  SPOON,1589,280.98,102,Medium Demand,Maintain Stock
22080,RIBBON REEL POLKADOTS ,1588,2572.2,194,Medium Demand,Maintain Stock
23498,CLASSIC BICYCLE CLIPS ,1587,2200.15,86,Medium Demand,Maintain Stock
22896,PEG BAG APPLES DESIGN,1586,3813.67,263,Medium Demand,Maintain Stock
20738,GREEN MINI TAPE MEASURE ,1585,1270.55,65,Medium Demand,Maintain Stock
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,1584,633.24,80,Medium Demand,Maintain Stock
84508A,CAMOFLAGE DESIGN TEDDY,1584,3358.8,42,Medium Demand,Maintain Stock
23500,KEY RING BASEBALL BOOT ASSORTED ,1580,1928.8,84,Medium Demand,Maintain Stock
22306,SILVER MUG BONE CHINA TREE OF LIFE,1578,2157.17,148,Medium Demand,Maintain Stock
16168M,FUNKY MONKEY GIFT BAG MEDIUM,1578,425.16,53,Medium Demand,Maintain Stock
20832,RED FLOCK LOVE HEART PHOTO FRAME,1576,994.0999999999999,103,Medium Demand,Maintain Stock
23547,WRAP FLOWER SHOP  ,1575,661.5,62,Medium Demand,Maintain Stock
22702,BLACK AND WHITE CAT BOWL,1573,3097.7999999999997,82,Medium Demand,Maintain Stock
22405,MONEY BOX POCKET MONEY DESIGN,1573,1854.05,190,Medium Demand,Maintain Stock
16015,MEDIUM CHINESE STYLE SCISSOR,1572,711.38,65,Medium Demand,Maintain Stock
21675,BUTTERFLIES STICKERS,1571,1336.9099999999999,160,Medium Demand,Maintain Stock
79191C,RETRO PLASTIC ELEPHANT TRAY,1566,1204.3799999999999,131,Medium Demand,Maintain Stock
22636,CHILDS BREAKFAST SET CIRCUS PARADE,1565,12716.380000000001,460,Medium Demand,Maintain Stock
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1563,1241.6599999999999,88,Medium Demand,Maintain Stock
22598,CHRISTMAS MUSICAL ZINC TREE,1562,881.72,93,Medium Demand,Maintain Stock
